"ID","Glottocode","Language","Forms","SG ~ PL","Meaning","Semantic_Category","Semantic_Subcategory","Bipartite_vs_Tripartite","Alternation_Type","Handling_Shape","Comment"
207,"kett1243","Ket","?-qut ~ ?-damin","SG ~ PL","hold","caused location",,"bipartite","regular",,"0 ~ d"
208,"shas1239","Shasta","a·ʔa· ~ a·pi","SG ~ PL","hold","caused location",,"bipartite","suppletion","no","with hand/arm' in the grammar"
209,"zuni1245","Zuni","ɬeya- ~ woppona-","SG ~ PL","hold","caused location",,"bipartite","suppletion","no",
210,"jama1261","Madi","tama -na- ~ bokori -na-","SG ~ PL","hold in hand","caused location",,"bipartite","suppletion","no",
211,"nisg1240","Nisgaʼa","tax̌yúkʷ ~ tax̌tóq","SG ~ PL","hold, carry","caused location",,"bipartite","suppletion","no","possibly related to 'take', but morphology is opaque or irregular"
212,"imon1245","Imonda","ula ~ ula-fia","SG ~ PL","hold/possess","caused location",,"bipartite","suppletion","no",
213,"laal1242","Laal","ʼyá ~ í (*ʼyí > [ʔí])","SG ~ PL","seize","caused location",,"bipartite","regular",,"a > ɨ / i"
214,"nort2954","Northern Paiute","wɨttɨma ~ wɨttɨmita","SG ~ PL","shut in","caused location",,"bipartite","regular",,"-it- infix"
215,"agua1253","Aguaruna","apuhut ~ chimpit","SG ~ PL","put","caused motion","deictic","bipartite","suppletion","no","Overall suggests that the singular is derived from 'live/be'"
216,"ariz1237","Arizona Tewa","pe(') ~ ča(')","SG ~ PL","throw away","caused motion","manner; deictic","bipartite","suppletion","no",
217,"bert1248","Berta","gagá ~ haara","SG ~ PL","chase","caused motion","manner; deictic","bipartite","suppletion","no",
218,"buru1296","Burushaski","-wáš- (hx) ~ -wáš-/- gú- (hx); -bišá (y) ~ gí- (y)","SG ~ PL","drop","caused motion",,"bipartite","suppletion","no",
219,"buru1296","Burushaski","ɣárk ~ ɣárča","SG ~ PL","grab/collect/carry fruit","caused motion",,"bipartite","regular","?",
220,"cahu1264","Cahuilla","kús ~ hívin","INDIVIDUAL ~ COLLECTIVE","take","caused motion","deictic","bipartite","suppletion","no",
221,"cahu1264","Cahuilla","tác ~ wén","INDIVIDUAL ~ COLLECTIVE","put","caused motion","deictic","bipartite","suppletion","no",
222,"chim1301","Chimariko","ačele ~ ikičita","SG ~ PL","carry (a long object)","caused motion",,"bipartite","suppletion","yes",
223,"chim1301","Chimariko","ic'i ~ ikičita","SG ~ PL","carry (a small animal)","caused motion",,"bipartite","suppletion","yes",
224,"chim1301","Chimariko","ičhuk ~ ikičita","SG ~ PL","carry (a firm object)","caused motion",,"bipartite","suppletion","yes",
225,"chim1301","Chimariko","ohumu ~ ikičita","SG ~ PL","carry (a load)","caused motion",,"bipartite","suppletion","yes",
226,"choc1276","Choctaw","bohli ~ aša:či","SG ~ PL","put down","caused motion","deictic; directional","bipartite","suppletion","no",
227,"choc1276","Choctaw","fokki ~ a:pitta / ani","SG ~ PL","put inside","caused motion","deictic; directional","bipartite","suppletion","no",
228,"choc1276","Choctaw","iši ~ ayo:wa","SG ~ PL","pick up","caused motion",,"bipartite","suppletion","no",
229,"coah1252","Coahuilteco","-hōwxt'am ~ -h-ak-ōxt'am","SG ~ PL","throw","caused motion","manner; deictic","bipartite","suppletion","no","-ak- infix plus suppletion"
230,"coma1245","Comanche","kweʔya ~ kweyuʔi","SG ~ PL","remove","caused motion","deictic","bipartite","suppletion","no",
231,"coma1245","Comanche","manukikʉrʉ/ manʉkikʉrʉ (sg object) ~ manurakʉ (pl object)","SG ~ PL","shoo away","caused motion","deictic","bipartite","suppletion","no","make something run"
232,"coma1245","Comanche","taika ~ tahkia (pl object)","SG ~ PL","drive out","caused motion",,"bipartite","regular",,"infixation"
233,"coma1245","Comanche","toʔnikarʉ ~ tʉbakitʉ","SG ~ PL","load","caused motion",,"bipartite","suppletion","no","load into a container"
234,"coma1245","Comanche","tsahtoʔirʉ ~ tsapʉyetʉ","SG ~ PL","bring out","caused motion","deictic","bipartite","suppletion","no","take out"
235,"coma1245","Comanche","tsakamiʔarʉ ~ umamiʔarʉ","SG ~ PL","lead","caused motion",,"bipartite","suppletion","no","lead along"
236,"coma1245","Comanche","tʉkarʉ ~ tahniʔitʉ","SG ~ PL","put away","caused motion","deictic","bipartite","suppletion","no","also put in place, bury"
237,"coma1245","Comanche","wʉhtiarʉ ~ toʔwʉʔwenitʉ","SG ~ PL","empty into","caused motion","manner","bipartite","suppletion","no",
238,"coma1245","Comanche","wʉnʉkʉrʉ ~ tsihtaboʔikʉtʉ","SG ~ PL","insert","caused motion","directional","bipartite","suppletion","no","also set out, transplant"
239,"coma1245","Comanche","yaarʉ ~ himaʔarʉ","SG ~ PL","pick up","caused motion",,"bipartite","suppletion","no",
240,"cree1270","Creek","is-íta ~ caw-íta","SG ~ PL","take","caused motion","deictic","bipartite","suppletion","no",
241,"daga1275","Daga","baR ~ se","SG ~ PL","put down","caused motion","deictic; directional","bipartite","suppletion","no",
242,"daga1275","Daga","uaR ~ uaS","SG ~ PL","throw","caused motion","manner; deictic","bipartite","suppletion","no",
243,"esse1238","Esselen","laha/la ~ čup/hu-","SG ~ PL","bring","caused motion","deictic","bipartite","suppletion","no",
244,"nucl1302","Georgian","? ~ ? (Georgian script)","SG ~ PL","throw","caused motion","manner; deictic","bipartite","suppletion","no",
245,"gras1249","Grass Koiari","maiama ~ uruha","SG ~ PL","put","caused motion","deictic","bipartite","suppletion","no",
246,"guah1255","Guahibo","heta ~ heba","SG ~ PL","put, place","caused motion","deictic; directional","bipartite","regular",,"ta ~ ba. This alternation is responsible for about a third of the 'distensivité' pairs. heta may be related to eta 'sit.TR' (caused posture), but Queixalos (1988:69) also relates it to other verbs translated as 'put' (Sp. Colocar, depositar), so we analyzed it as caused motion."
247,"guah1255","Guahibo","hia ~ heba","SG ~ PL","put, place","caused motion","deictic; directional","bipartite","suppletion",,"the sense that this pair and the heta ~ heba pair have the same meaning come from the dictionary (Queixalos 1988). Queixalos (1998:312) also seems to say that posture is neutralized with heba, so we analyze it as caused motion."
248,"guah1255","Guahibo","hu-ta ~ hu-ka","SG ~ PL","extract","caused motion",,"bipartite","regular",,"ta ~ ka (extraire),  (also SPECIFIC fish (huta) vs fish in GEN (huka)). queixalos1995sikuani:253 first describes huka as a more generic event (an ""concret abstrait"" contrast in queixalos1998sikuani:160). But an example (queixalos1995sikuani:256) contrasts quantity, huta vs huka for extract the eye of 1 ape vs several apes."
249,"guah1255","Guahibo","mataakata ~ mataakaba","SG ~ PL","put lid on, cover","caused motion","deictic; directional","bipartite","regular",,"ta ~ ba. recouvrir"
250,"guah1255","Guahibo","pita ~ nota","SG ~ PL","pick up","caused motion","directional","bipartite","suppletion",,"SG~PL in example 572 in queixalos2000sikuani. Ramasser, recueillir"
251,"guah1255","Guahibo","pitsa-ta ~ pitsa-ba","SG ~ PL","take out","caused motion","deictic; directional","bipartite","regular",,"ta ~ ba (faire sortir)"
252,"guah1255","Guahibo","robota ~ roboba","SG ~ PL","throw","caused motion",,"bipartite","regular",,"ta ~ ba (jeter), but also semelfactive  ~ iterative and perfective  ~ imperfective"
253,"guah1255","Guahibo","torota ~ toroba","SG ~ PL","push","caused motion",,"bipartite","regular",,"ta ~ ba (pousser), but also semelfactive  ~ iterative"
254,"guah1255","Guahibo","xata-ta ~ xata-ba","SG ~ PL","put in, insert, adjust","caused motion","deictic; directional","bipartite","regular",,"ta ~ ba (insérer, ajuster)"
255,"guah1255","Guahibo","yo-ta ~ yo-ba","SG ~ PL","lift","caused motion",,"bipartite","regular",,"ta ~ ba"
256,"ainu1240","Hokkaido Ainu","anu ~ ari","SG ~ PL","put","caused motion",,"bipartite","suppletion","no",
257,"ainu1240","Hokkaido Ainu","uk ~ uyna","SG ~ PL","take","caused motion",,"bipartite","suppletion","no",
258,"hopi1249","Hopi","horo(k-) ~ ipwanìlti","SG ~ PL","get extracted","caused motion","deictic","bipartite","suppletion","no","also taken out"
259,"hopi1249","Hopi","kùuta ~ kútata","SG ~ PL","turn upside down","caused motion",,"bipartite","regular",,
260,"hopi1249","Hopi","kwisto (from kwusu, sg receive?) ~ yukuto (from yuku, sg fix?)","SG ~ PL","fetch","caused motion","deictic","bipartite","suppletion","no","also go get"
261,"hopi1249","Hopi","lèeta ~ létata, lèetata","SG ~ PL","lay across","caused motion",,"bipartite","regular",,
262,"hopi1249","Hopi","ngöyva ~ ngööngöya","SG ~ PL","chase","caused motion",,"bipartite","regular",,
263,"hopi1249","Hopi","pana ~ tangata","SG ~ PL","put into a rigid/enclosed container","caused motion","deictic; directional","bipartite","suppletion","no",
264,"hopi1249","Hopi","siikwa ~ sìiskwta","SG ~ PL","uproot","caused motion",,"bipartite","regular",,
265,"hopi1249","Hopi","tavi ~ oya","SG ~ PL","put","caused motion","deictic","bipartite","suppletion","no","also place"
266,"hopi1249","Hopi","tsó’okna ~ tsotso’na","SG ~ PL","drop off","caused motion",,"bipartite","regular",,"also make jump down"
267,"hopi1249","Hopi","tsokya ~ kwapta","SG ~ PL","put on top","caused motion","deictic; directional","bipartite","suppletion","no","also place on top"
268,"hopi1249","Hopi","tsòopi(k-) ~ tsopìmti, tsotspiti","SG ~ PL","get pulled out","caused motion",,"bipartite","regular",,
269,"hopi1249","Hopi","tuuva ~ wawhi (throw multiple, one at a time), maspa (throw multiple, as aggregate)","SG ~ PL","throw","caused motion","manner; deictic","bipartite","suppletion","no",
270,"hopi1249","Hopi","wiiki ~ tsaama","SG ~ PL","carry (anim)","caused motion",,"bipartite","suppletion","no","also take along, lead"
271,"hopi1249","Hopi","wikva ~ tsamva","SG ~ PL","bring back (anim)","caused motion","deictic","bipartite","suppletion","no",
272,"hopi1249","Hopi","yawma ~ kima","SG ~ PL","carry (inan)","caused motion",,"bipartite","suppletion","no","also take along, lead"
273,"hupa1239","Hupa","daɛ ~ lel; ten/tiñ/tuw ~ lai/la/luw","SG ~ PL","carry","caused motion",,"bipartite","suppletion","no","There may be multiple carry verbs but is very unclear in the sources how they relate to each other."
274,"hupa1239","Hupa","ʔaW/ʔan ~ liW/la","SG ~ PL","move X somewhere","caused motion",,"bipartite","suppletion","no","The second form of the pair is the same as the form for ""lie motionless"""
275,"imon1245","Imonda","eha ~ hõ","SG ~ PL","put","caused motion","deictic","bipartite","suppletion","no",
276,"imon1245","Imonda","hõdõ ~ hõthõ ~ hohlõ","SG ~ DU ~ MANY","put up","caused motion","deictic; directional","tripartite","suppletion","no",
277,"imon1245","Imonda","shi ~ eh ~ ih","A+P SG ~ P PL ~ A+P PL","stick into","caused motion","directional; manner","?","suppletion","no","stick into' shi (A+P SG) ~ eh (P.PL) ~ ih (A+P.PL)"
278,"imon1245","Imonda","ueha ~ uetha","SG ~ PL","put into fire","caused motion","deictic; directional; ground","bipartite","suppletion","no",
279,"ingu1240","Ingush","d.oaqq ~ d.oax","SG ~ PL","take","caused motion","deictic","bipartite","suppletion","no",
280,"ingu1240","Ingush","d.oll ~ d.oxk","SG ~ PL","insert","caused motion",,"bipartite","regular",,
281,"ingu1240","Ingush","loall ~ loaxk","SG ~ PL","drive","caused motion",,"bipartite","regular",,
282,"ingu1240","Ingush","qoll ~ qoxk","SG ~ PL","throw, cast","caused motion",,"bipartite","regular",,
283,"ingu1240","Ingush","qoss ~ qous","SG ~ PL","cast","caused motion",,"bipartite","regular",,
284,"ingu1240","Ingush","toss ~ tous","SG ~ PL","throw","caused motion",,"bipartite","regular",,
285,"djam1255","Jaminjung-Ngaliwurru","mangaja ~ yurl","SG ~ PL","chase","caused motion",,"bipartite","suppletion","no","also hunt"
286,"kain1272","Kaingang","ðʊn ~ lɛŋ","SG ~ PL","throw","caused motion","manner; deictic","bipartite","suppletion","no",
287,"kain1272","Kaingang","vyn ~ génh","SG ~ PL","bring","caused motion","deictic","bipartite","suppletion","no",
288,"karo1304","Karok","pae ~ ixya","SG ~ PL","throw","caused motion","manner; deictic","bipartite","suppletion","no",
289,"kash1280","Kashaya","-t'e°t- ~ -hqʰoqᵒ-","SG ~ PL","implant long object","caused motion",,"bipartite","suppletion","yes",
290,"kash1280","Kashaya","bane-, ban- ~ mihca-, mit-","SG ~ PL","put non-long object","caused motion","deictic; posture","bipartite","suppletion","yes","a ʔda- prefix derives ""throw away non-long object"""
291,"kash1280","Kashaya","di- ~ diht-, biʔdi","SG ~ PL","hold or carry non-long object","caused motion",,"bipartite","suppletion","yes",
292,"kash1280","Kashaya","ne-, an- ~ mihca-, mit-","SG ~ PL","put long object","caused motion","deictic; posture","bipartite","suppletion","yes","a ʔda- prefix derives ""throw away long object"""
293,"kash1280","Kashaya","ʔbe- ~ beht-, biʔdi","SG ~ PL","hold or carry long object","caused motion",,"bipartite","suppletion","yes",
294,"kash1280","Kashaya","ʔdi, de, d ~ haa","SG ~ PL","carry (any shape)","caused motion",,"bipartite","suppletion","no",
295,"klam1254","Klamath-Modoc","ot'w ~ be, ke","INDIVIDUAL ~ COLLECTIVE","throw","caused motion","directional","bipartite","suppletion","no","Plural distinguishes ""throw a handful"" vs ""throw in a heap"""
296,"koas1236","Koasati","acapilkan ~ askáhlin","SG ~ PL","release","caused motion",,"bipartite","suppletion","no",
297,"koas1236","Koasati","akopí:lin ~ akopí-s-lin","SG ~ PL","knock over","caused motion",,"bipartite","regular",,"-s- infix"
298,"koas1236","Koasati","apí:lin ~ apí-s-lin","SG ~ PL","throw away","caused motion",,"bipartite","regular",,"-s- infix"
299,"koas1236","Koasati","hóklin áłłin","SG ~ PL","put in","caused motion","deictic; directional","bipartite","suppletion","no",
300,"koas1236","Koasati","í:sin píhlin","SG ~ PL","pick up","caused motion",,"bipartite","suppletion","no",
301,"kwaz1243","Kwaza","dai- ~ da-'dai","SG ~ PL","take","caused motion","deictic","bipartite","regular",,
302,"laal1242","Laal","dāg ~ dɨ̄g","SG ~ PL","drag, pull","caused motion",,"bipartite","regular",,"a > ɨ / i"
303,"laal1242","Laal","ɗā ~ ɗī","SG ~ PL","bring","caused motion",,"bipartite","regular",,"a > ɨ / i"
304,"laal1242","Laal","kām ~ kɨ̄m","SG ~ PL","push to the ground","caused motion",,"bipartite","regular",,"a > ɨ / i"
305,"laal1242","Laal","kár ~ kɨ́r","SG ~ PL","put","caused motion",,"bipartite","regular",,"a > ɨ / i"
306,"laal1242","Laal","nāŋ ~ nɨ̄ŋ","SG ~ PL","throw","caused motion",,"bipartite","regular",,"a > ɨ / i"
307,"laal1242","Laal","piáá ~ péé","SG ~ PL","pick up one by one","caused motion",,"bipartite","regular",,"low to mid vowel"
308,"laal1242","Laal","sá ~ sí","SG ~ PL","take","caused motion",,"bipartite","regular",,"a > ɨ / i"
309,"laal1242","Laal","suám ~ súm","SG ~ PL","take, pick up","caused motion",,"bipartite","regular",,"low to mid vowel"
310,"laal1242","Laal","táág ~ tɨ́ɨ́g","SG ~ PL","take millet from the attic","caused motion",,"bipartite","regular",,"a > ɨ / i"
311,"laal1242","Laal","wār (2, tr.) ~ wōr","SG ~ PL","pilot (a boat) downriver","caused motion",,"bipartite","regular",,"low to mid vowel"
312,"laal1242","Laal","yāg ~ yɨ̄g","SG ~ PL","lay (several things), pour (liquid)","caused motion",,"bipartite","regular",,"a > ɨ / i"
313,"jama1261","Madi","-iba- ~ mata -niha- ~ soo (to-)niha-","SG ~ DU ~ PL","put on ground/surface","caused motion","deictic; directional","tripartite","suppletion","no",
314,"jama1261","Madi","-ibI- ~ tee -na- ~ -na-kibI- / -na-","SG ~ DU ~ PL","put inside","caused motion","deictic; directional","tripartite","suppletion","no",
315,"jama1261","Madi","-ibofa- ~ mata -niha- ~ soo (to-)niha-","SG ~ DU ~ PL","put in water","caused motion","deictic; directional","tripartite","suppletion","no",
316,"jama1261","Madi","-iti- ~ -jaba-","SG ~ PL","take out","caused motion","deictic; directional","bipartite","suppletion","no",
317,"jama1261","Madi","koro -na- ~ were -na-","SG ~ PL","throw","caused motion","manner; deictic","bipartite","suppletion","no",
318,"nucl1622","Marind","bákeh ~ ilawewn","SG ~ PL","put vertical item","caused motion",,"bipartite","suppletion","yes",
319,"nucl1622","Marind","han ~ ibutuk","SG ~ PL","put horizontal item","caused motion",,"bipartite","suppletion","yes",
320,"nucl1622","Marind","kahekon ~ ɣukahin","SG ~ PL","put inside","caused motion","deictic; directional","bipartite","suppletion","no",
321,"nucl1622","Marind","kwegen ~ kugahin","SG ~ PL","throw","caused motion",,"bipartite","suppletion","no",
322,"maxa1247","Maxakalí","mõxuk ~ xuk","SG ~ PL","put","caused motion","deictic","bipartite","suppletion","no",
323,"maxa1247","Maxakalí","put ~ pop","SG ~ PL","take","caused motion","deictic","bipartite","suppletion","no","also catch"
324,"madi1260","Maʼdi","dū ~ wù","SG ~ PL","take","caused motion","deictic","bipartite","suppletion","no",
325,"mull1237","Mullukmulluk","karkwat ~ kararkwarat","SG ~ PL","take out","caused motion",,"bipartite","regular",,
326,"mull1237","Mullukmulluk","kulpat ~ kulparat","SG ~ PL","load (into a canoe)","caused motion",,"bipartite","regular",,
327,"nava1243","Navajo","háát ~ tɬ’iɬ","SG ~ PL","throw","caused motion","manner; deictic","bipartite","suppletion","no",
328,"nava1243","Navajo","lóóz ~ ‘eezh","SG ~ PL","lead","caused motion",,"bipartite","suppletion","no",
329,"nucl1633","Nimboran","piip ~ inʉa","SG ~ PL","throw","caused motion","manner; deictic","bipartite","suppletion","no",
330,"nucl1633","Nimboran","tii ~ dao","SG ~ PL","take","caused motion","deictic","bipartite","suppletion","no",
331,"nucl1633","Nimboran","tʉʉ ~ tau","SG ~ PL","put","caused motion","deictic","bipartite","suppletion","no",
332,"nisg1240","Nisgaʼa","kú· ~ tóq","SG ~ PL","take","caused motion","deictic","bipartite","suppletion","no",
333,"nisg1240","Nisgaʼa","málkʷ ~ tx̌ílt","SG ~ PL","throw in a fire","caused motion","manner; deictic; directional; ground","bipartite","suppletion","no",
334,"nisg1240","Nisgaʼa","máq ~ t̓áɬ","SG ~ PL","put away","caused motion","deictic","bipartite","suppletion","no",
335,"nort2954","Northern Paiute","tɨkɨ ~ tiuna","SG ~ PL","put","caused motion","deictic","bipartite","suppletion","no","also place"
336,"nort2954","Northern Paiute","tsamɨna ~ tsamɨnita","SG ~ PL","turn over","caused motion","manner","bipartite","regular",,"-it- infix"
337,"sand1273","Sandawe","pě: ~ kǎ:","SG ~ PL","put","caused motion","deictic","bipartite","suppletion","no",
338,"sand1273","Sandawe","sí ~ tɬ'ǎ:","SG ~ PL","take","caused motion","deictic","bipartite","suppletion","no",
339,"sand1273","Sandawe","ǁ'ê ~ kʰúʔ","SG ~ PL","throw","caused motion","manner; deictic","bipartite","suppletion","no",
340,"juho1239","South-Eastern Ju","gù ~ nǀhuì","SG ~ PL","take","caused motion","deictic","bipartite","suppletion","no",
341,"juho1239","South-Eastern Ju","n!áng ~ gǁà","SG ~ PL","put down","caused motion","deictic; directional","bipartite","suppletion","no",
342,"sout2982","Southeastern Pomo","cqa ~ mya ~ x̥qo","SG ~ DU ~ PL","place X on ground","caused motion","directional","tripartite","suppletion","no",
343,"sout2982","Southeastern Pomo","ko ~ x̥qo","SG ~ PL","place X on surface","caused motion","directional","bipartite","suppletion","no",
344,"nucl1649","Southern Coastal Tsimshian","awülmaḵ ~ awült’ał","SG ~ PL","put away","caused motion","deictic","bipartite","suppletion","no","also put aside"
345,"nucl1649","Southern Coastal Tsimshian","sgüü ~ doo, lałk","SG ~ PL","put down","caused motion","deictic; directional","bipartite","suppletion","no",
346,"nucl1649","Southern Coastal Tsimshian","ts’lmgaa ~ ts’lmt’aa","SG ~ PL","take in","caused motion","deictic; directional","bipartite","suppletion","no",
347,"sulk1246","Sulka","el ~ mar","SG ~ PL","put (away)","caused motion","deictic","bipartite","suppletion","no",
348,"sume1241","Sumerian","túm ~ lah͜(5)","SG ~ PL","bring","caused motion","deictic","bipartite","suppletion","no",
349,"tabo1241","Tabo","adila:{te|natene} ~ a:wadila:{a:te|latele}","SG ~ PL","lay down","caused motion",,"bipartite","regular",,"-:wa- infix; {} indicates different persons"
350,"tabo1241","Tabo","adu{ti|natene} ~ a:wadu{a:te|latele}","SG ~ PL","push down","caused motion",,"bipartite","regular",,"-:wa- infix; {} indicates different persons"
351,"tabo1241","Tabo","ihate{ne|0} ~ miya:te{e|0}","SG ~ PL","put","caused motion","deictic","bipartite","suppletion","no","{} indicates different persons"
