ID,Glottocode,Selector_type,Selector_label,Marker_type,Features,Source,Coder,S_references,A_references,P_references,Alignment
ariz1237-da-2dus-indexing-marker,ariz1237,indexing marker,da- 2duS,overt,person+number,zuniga2002inverse[184-187],DI,2du,NONE,NONE,horizontal
ariz1237-da-3dus-indexing-marker,ariz1237,indexing marker,da- 3duS,overt,person+number,zuniga2002inverse[184-187],DI,3du-high;3du-low,NONE,NONE,horizontal
ariz1237-den-2dua-indexing-marker,ariz1237,indexing marker,den- 2duA,overt,person+number,zuniga2002inverse[184-187],DI,NONE,2du_3du-high;2du_3du-low;2du_3pl-high;2du_3pl-low;2du_3sg-high;2du_3sg-low,NONE,ergative
ariz1237-den-3dua-indexing-marker,ariz1237,indexing marker,den- 3duA,overt,person+number,zuniga2002inverse[184-187],DI,NONE,3du-high_3du-low;3du-high_3pl-low;3du-high_3sg-low,NONE,ergative
ariz1237-di-1p-indexing-marker,ariz1237,indexing marker,dí- 1P,overt,person,zuniga2002inverse[184-187],DI,NONE,NONE,1du;1pl;1sg,accusative
ariz1237-di-3pla-indexing-marker,ariz1237,indexing marker,dí- 3plA,overt,person+number,zuniga2002inverse[184-187],DI,NONE,3pl-high_3du-low;3pl-high_3pl-low;3pl-high_3sg-low,NONE,ergative
ariz1237-di-3pls-indexing-marker,ariz1237,indexing marker,di- 3plS,overt,person+number,zuniga2002inverse[184-187],DI,3pl-high;3pl-low,NONE,NONE,horizontal
ariz1237-di-instrumentive-flagging,ariz1237,flagging,-di instrumentive,overt,,"kroskrity1977arizonatewa[107,117,170,179,86]",DI,NONE,1Pro_2Pro;2Pro_1Pro;3Pro-high_1Pro;3Pro-high_2Pro;3Pro-low_1Pro;3Pro-low_2Pro;Noun-high_1Pro;Noun-high_2Pro;Noun-low_1Pro;Noun-low_2Pro;Noun-low_3Pro-high;Noun-low_Noun-high,NONE,ergative
ariz1237-do-1sga-indexing-marker,ariz1237,indexing marker,dó- 1sgA,overt,person+number,zuniga2002inverse[184-187],DI,NONE,1sg_3du-high;1sg_3du-low;1sg_3pl-high;1sg_3pl-low;1sg_3sg-high;1sg_3sg-low,NONE,ergative
ariz1237-ga-1dus-indexing-marker,ariz1237,indexing marker,ga- 1duS,overt,person+number,zuniga2002inverse[184-187],DI,1du,NONE,NONE,horizontal
ariz1237-gi-1pls-indexing-marker,ariz1237,indexing marker,gi- 1plS,overt,person+number,zuniga2002inverse[184-187],DI,1pl,NONE,NONE,horizontal
ariz1237-i-1a-2p-indexing-marker,ariz1237,indexing marker,í- 1A>2P,overt,person,zuniga2002inverse[184-187],DI,NONE,1du_2du;1du_2pl;1du_2sg;1pl_2du;1pl_2pl;1pl_2sg;1sg_2du;1sg_2pl;1sg_2sg,2du_1du;2du_1pl;2du_1sg;2pl_1du;2pl_1pl;2pl_1sg;2sg_1du;2sg_1pl;2sg_1sg,horizontal
ariz1237-i-1pla-indexing-marker,ariz1237,indexing marker,’iː- 1plA,overt,person+number,zuniga2002inverse[184-187],DI,NONE,1pl_3du-high;1pl_3du-low;1pl_3pl-high;1pl_3pl-low;1pl_3sg-high;1pl_3sg-low,NONE,ergative
ariz1237-i-2pls-indexing-marker,ariz1237,indexing marker,i- 2plS,overt,person+number,zuniga2002inverse[184-187],DI,2pl,NONE,NONE,horizontal
ariz1237-man-3sga-indexing-marker,ariz1237,indexing marker,mán- 3sgA,overt,person+number,zuniga2002inverse[184-187],DI,NONE,3sg-high_3du-low;3sg-high_3pl-low;3sg-high_3sg-low,NONE,ergative
ariz1237-na-2sga-indexing-marker,ariz1237,indexing marker,náː- 2sgA,overt,person+number,zuniga2002inverse[184-187],DI,NONE,2sg_3du-high;2sg_3du-low;2sg_3pl-high;2sg_3pl-low;2sg_3sg-high;2sg_3sg-low,NONE,ergative
ariz1237-na-3sgs-indexing-marker,ariz1237,indexing marker,na- 3sgS,overt,person+number,zuniga2002inverse[184-187],DI,3sg-high;3sg-low,NONE,NONE,horizontal
ariz1237-no-flagging,ariz1237,flagging,NO_FLAGGING,zero,,"kroskrity1977arizonatewa[107,117,170,179,86]",DI,any,1Pro_3Pro-high;1Pro_3Pro-low;1Pro_Noun-high;1Pro_Noun-low;2Pro_3Pro-high;2Pro_3Pro-low;2Pro_Noun-high;2Pro_Noun-low;3Pro-high_3Pro-low;3Pro-high_Noun-low;Noun-high_3Pro-low;Noun-high_Noun-low,any,neutral
ariz1237-o-1sgs-indexing-marker,ariz1237,indexing marker,o- 1sgS,overt,person+number,zuniga2002inverse[184-187],DI,1sg,NONE,NONE,horizontal
ariz1237-o-3sga-indexing-marker,ariz1237,indexing marker,óː- 3sgA,overt,person+number,zuniga2002inverse[184-187],DI,NONE,3sg-high_2du;3sg-high_2pl;3sg-high_2sg;3sg-low_2du;3sg-low_2pl;3sg-low_2sg;3sg-low_3du-high;3sg-low_3pl-high;3sg-low_3sg-high,NONE,ergative
ariz1237-o-be-3pla-indexing-marker,ariz1237,indexing marker,óːbé- 3plA,overt,person+number,zuniga2002inverse[184-187],DI,NONE,3pl-high_2du;3pl-high_2pl;3pl-high_2sg;3pl-low_2du;3pl-low_2pl;3pl-low_2sg;3pl-low_3du-high;3pl-low_3pl-high;3pl-low_3sg-high,NONE,ergative
ariz1237-o-ben-3dua-indexing-marker,ariz1237,indexing marker,óːbén- 3duA,overt,person+number,zuniga2002inverse[184-187],DI,NONE,3du-high_2du;3du-high_2pl;3du-high_2sg;3du-low_2du;3du-low_2pl;3du-low_2sg;3du-low_3du-high;3du-low_3pl-high;3du-low_3sg-high,NONE,ergative
ariz1237-obi-n-2pla-indexing-marker,ariz1237,indexing marker,’obíːn- 2plA,overt,person+number,zuniga2002inverse[184-187],DI,NONE,2pl_3du-high;2pl_3du-low;2pl_3pl-high;2pl_3pl-low;2pl_3sg-high;2pl_3sg-low,NONE,ergative
ariz1237-u-2sgs-indexing-marker,ariz1237,indexing marker,ų- 2sgS,overt,person+number,zuniga2002inverse[184-187],DI,2sg,NONE,NONE,horizontal
ariz1237-w-2p-indexing-marker,ariz1237,indexing marker,w- 2P,overt,person,zuniga2002inverse[184-187],DI,NONE,NONE,2du;2pl;2sg,accusative
awac1239-acc-marking-flagging,awac1239,flagging,ACC marking,overt,,"curnow1997awacuaiquer[64-65,85-86]",HT;AWM,NONE,NONE,Noun-high;Pro,accusative
awac1239-no-flagging,awac1239,flagging,NO_FLAGGING,zero,,"curnow1997awacuaiquer[64-65,85-86]",HT;AWM,Noun-high;Noun-low;Pro,Noun-high;Noun-low;Pro,Noun-low,neutral
awac1239-suffix-s-1p-indexing-marker,awac1239,indexing marker,suffix -s 1P,overt,person,curnow1997awacuaiquer[189-198],MV; DI; AWM,1,NONE,1_2/3,ergative
awac1239-suffix-w-1s-a-indexing-marker,awac1239,indexing marker,suffix -w 1S/A,overt,person,curnow1997awacuaiquer[189-198],MV; DI; AWM,1,1_2/3,NONE,accusative
awac1239-suffix-zi-2-3s-a-indexing-marker,awac1239,indexing marker,suffix -zi 2/3S/A,overt,person,curnow1997awacuaiquer[189-198],MV; DI; AWM,2/3,2/3_2/3,NONE,accusative
awet1244-a-j-1sgsa-indexing-marker,awet1244,indexing marker,a-(j-) 1sgSa,overt,person+number,"reiter2011aweti[114,117,99]",NCP; AWM,1sg,NONE,NONE,horizontal
awet1244-a-t-1sga-indexing-marker,awet1244,indexing marker,a-(t-) 1sgA,overt,person+number,"reiter2011aweti[114,117,99]",NCP; AWM,NONE,1sg_2pl;1sg_2sg;1sg_3,NONE,ergative
awet1244-e-i-2pl-indexing-marker,awet1244,indexing marker,e'i- 2pl,overt,person+number,"reiter2011aweti[114,117,99]",NCP; AWM,2pl,NONE,2pl_3,ergative
awet1244-e-j-2sg-indexing-marker,awet1244,indexing marker,e-(j-) 2sg,overt,person+number,"reiter2011aweti[114,117,99]",NCP; AWM,2sg,NONE,2sg_3,ergative
awet1244-e-t-2sga-indexing-marker,awet1244,indexing marker,e-(t-) 2sgA,overt,person+number,"reiter2011aweti[114,117,99]",NCP; AWM,NONE,2sg_3,NONE,ergative
awet1244-i-or-t-3sp-indexing-marker,awet1244,indexing marker,i- or t- 3Sp,overt,person+number,"reiter2011aweti[114,117,99]",NCP; AWM,3,NONE,NONE,horizontal
awet1244-i-t-1sgp-indexing-marker,awet1244,indexing marker,i-(t-) 1sgP,overt,person+number,"reiter2011aweti[114,117,99]",NCP; AWM,1sg,NONE,1sg_2pl;1sg_2sg;1sg_3,ergative
awet1244-kaj-1pl-incl-indexing-marker,awet1244,indexing marker,kaj- 1pl.incl,overt,person+number,"reiter2011aweti[114,117,99]",NCP; AWM,1pl.incl,NONE,1pl.incl_3,ergative
awet1244-no-flagging,awet1244,flagging,NO_FLAGGING,zero,,"reiter2011aweti[107-109,99]",NCP,any,any,any,neutral
awet1244-o-or-w-3sa-indexing-marker,awet1244,indexing marker,o- or w- 3Sa,overt,person+number,"reiter2011aweti[114,117,99]",NCP; AWM,3,NONE,NONE,horizontal
awet1244-ozo-1pl-excl-indexing-marker,awet1244,indexing marker,ozo- 1pl.excl,overt,person+number,"reiter2011aweti[114,117,99]",NCP; AWM,1pl.excl,NONE,1pl.excl_2pl;1pl.excl_2sg;1pl.excl_3,ergative
awet1244-ozoj-t-1pl-excla-indexing-marker,awet1244,indexing marker,ozoj-(t-) 1pl.exclA,overt,person+number,"reiter2011aweti[114,117,99]",NCP; AWM,NONE,1pl.excl_2pl;1pl.excl_2sg;1pl.excl_3,NONE,ergative
awet1244-pej-t-2pla-indexing-marker,awet1244,indexing marker,pej-(t-) 2plA,overt,person+number,"reiter2011aweti[114,117,99]",NCP; AWM,NONE,2pl_3,NONE,ergative
awet1244-ti-t-1pl-incla-indexing-marker,awet1244,indexing marker,ti-(t-) 1pl.inclA,overt,person+number,"reiter2011aweti[114,117,99]",NCP; AWM,NONE,1pl.incl_3,NONE,ergative
awet1244-wej-t-3a-indexing-marker,awet1244,indexing marker,wej-(t-) 3A,overt,person,"reiter2011aweti[114,117,99]",NCP; AWM,NONE,3_3,NONE,ergative
ayor1240-no-flagging,ayor1240,flagging,NO_FLAGGING,zero,,"bertinetto2009ayoreo[17-18,31-32,40]",HT,any,any,any,neutral
ayor1240-null-marker,ayor1240,indexing marker,NULL_MARKER,zero,person+number,"ciucci2013inflectional[38-39,42]",HT,1sg;2sg,1sg;2sg,NONE,accusative
ayor1240-role-not-marked,ayor1240,indexing trigger,ROLE_NOT_MARKED,zero,NA,"ciucci2013inflectional[38-39,42]",HT,NONE,NONE,any,NA
ayor1240-s-a-marker-indexing-marker,ayor1240,indexing marker,S/A marker,overt,person+number,"ciucci2013inflectional[38-39,42]",HT,1pl;1sg;2pl;2sg;3pl;3sg,1pl;1sg;2pl;2sg;3pl;3sg,NONE,accusative
bamb1269-no-flagging,bamb1269,flagging,NO_FLAGGING,zero,,"dumestre2003bambara[127-128,179-180,39]",MV,any,any,any,neutral
bamb1269-role-not-marked,bamb1269,indexing trigger,ROLE_NOT_MARKED,zero,NA,"dumestre2003bambara[127-128,179-180,39]",MV; DI; AWM,NONE,NONE,NONE,NA
bang1363-no-flagging,bang1363,flagging,NO_FLAGGING,zero,,"heath2018bangime[350,394,443,452,55]",HT,any,any,any,neutral
bang1363-role-not-marked,bang1363,indexing trigger,ROLE_NOT_MARKED,zero,person,"heath2018bangime[10-12,273,323]",HT,NONE,NONE,any,NA
bang1363-s-a-marking-indexing-marker,bang1363,indexing marker,S/A marking,overt,person,"heath2018bangime[10-12,273,323]",HT,any,any,NONE,accusative
bard1255-erg-marking-flagging,bard1255,flagging,ERG marking,overt,,"bowern2012bardi[195-196,202-203,287-288]",HT,NONE,any,NONE,ergative
bard1255-no-flagging,bard1255,flagging,NO_FLAGGING,zero,,"bowern2012bardi[195-196,202-203,287-288]",HT,any,NONE,any,ergative
bard1255-null-marker,bard1255,indexing marker,NULL_MARKER,zero,person+number,"bowern2012bardi[364,394,396,399-402]",HT,NONE,NONE,3pl;3sg,accusative
bard1255-p-enclitic-indexing-marker,bard1255,indexing marker,P enclitic,overt,person+number,"bowern2012bardi[364,394,396,399-402]",HT,NONE,NONE,1du.incl;1pl;1sg;2pl;2sg;3pl,accusative
bard1255-s-a-prefix-indexing-marker,bard1255,indexing marker,S/A prefix,overt,person+number,"bowern2012bardi[364,394,396,399-402]",HT,any,any,NONE,accusative
basq1248-0-3-set-i-ii-and-3pl-set-iii-indexing-marker,basq1248,indexing marker,0 3.Set.I/II and 3pl.Set.III,overt,person,zuniga2019basque,DI;NCP,NONE,3pl,NONE,ergative
basq1248-dat-marking-flagging,basq1248,flagging,DAT marking,overt,,"hualde2003basque[171-179,363-364];zuniga2019basque[186-187]",DI; NCP,NONE,NONE,any,accusative
basq1248-e-te-2-3pl-indexing-marker,basq1248,indexing marker,e/te 2/3pl,overt,person+number,zuniga2019basque,DI;NCP,2pl;3pl,2pl_1pl;2pl_1sg;2pl_3pl;2pl_3sg;3pl_1pl;3pl_1sg;3pl_2pl;3pl_2sg;3pl_2sg.FAM.F;3pl_2sg.FAM.M;3pl_3pl;3pl_3sg,2pl_1pl;2pl_1sg;2pl_3pl;2pl_3sg;3pl_1pl;3pl_1sg;3pl_2pl;3pl_2sg;3pl_2sg.FAM.F;3pl_2sg.FAM.M;3pl_3pl;3pl_3sg,neutral
basq1248-g-1pl-set-i-indexing-marker,basq1248,indexing marker,g 1pl.Set.I,overt,person+number,zuniga2019basque,DI;NCP,1pl,1pl;1pl_3pl;1pl_3sg,1pl,neutral
basq1248-gu-1pl-set-ii-iii-indexing-marker,basq1248,indexing marker,gu 1pl.Set.II/III,overt,person+number,zuniga2019basque,DI;NCP,1pl,1pl;1pl_2pl;1pl_2sg;1pl_2sg.FAM.F;1pl_2sg.FAM.M,1pl,neutral
basq1248-h-2sg-familiar-set-i-indexing-marker,basq1248,indexing marker,h 2sg.familiar.Set.I,overt,person+number,zuniga2019basque,DI;NCP,2sg.FAM.F;2sg.FAM.M,2sg.FAM.F;2sg.FAM.F_3pl;2sg.FAM.F_3sg;2sg.FAM.M;2sg.FAM.M_3pl;2sg.FAM.M_3sg,2sg.FAM.F;2sg.FAM.M,neutral
basq1248-k-2sg-familiar-m-setii-iii-indexing-marker,basq1248,indexing marker,k 2sg.familiar.M.SetII/III,overt,person+number,zuniga2019basque,DI;NCP,2sg.FAM.M,2sg.FAM.M;2sg.FAM.M_1pl;2sg.FAM.M_1sg,2sg.FAM.M,neutral
basq1248-k-erg-marking-flagging,basq1248,flagging,-k ERG marking,overt,,"hualde2003basque[171-179,363-364];zuniga2019basque[186-187]",DI; NCP,any,any,NONE,accusative
basq1248-n-1sg-set-i-indexing-marker,basq1248,indexing marker,n 1sg.Set.I,overt,person+number,zuniga2019basque,DI;NCP,1sg,1sg;1sg_3pl;1sg_3sg,1sg,neutral
basq1248-n-2sg-familiar-f-setii-iii-indexing-marker,basq1248,indexing marker,n 2sg.familiar.F.SetII/III,overt,person+number,zuniga2019basque,DI;NCP,2sg.FAM.F,2sg.FAM.F;2sg.FAM.F_1pl;2sg.FAM.F_1sg,2sg.FAM.F,neutral
basq1248-no-flagging,basq1248,flagging,NO_FLAGGING,zero,,"hualde2003basque[171-179,363-364];zuniga2019basque[186-187]",DI; NCP,any,NONE,any,ergative
basq1248-null-marker,basq1248,indexing marker,NULL_MARKER,zero,person,zuniga2019basque,DI;NCP,3pl;3sg,3pl;3sg,3pl;3pl_3pl;3pl_3sg;3sg;3sg_3pl;3sg_3sg,neutral
basq1248-o-3sg-set-iii-indexing-marker,basq1248,indexing marker,o 3sg.Set.III,overt,person,zuniga2019basque,DI;NCP,NONE,NONE,3sg,accusative
basq1248-t-1sg-set-ii-iii-indexing-marker,basq1248,indexing marker,t 1sg.Set.II/III,overt,person+number,zuniga2019basque,DI;NCP,1sg,1sg;1sg_2pl;1sg_2sg;1sg_2sg.FAM.F;1sg_2sg.FAM.M,1sg,neutral
basq1248-z-2-set-i-indexing-marker,basq1248,indexing marker,z 2.Set.I,overt,person,zuniga2019basque,DI;NCP,2pl;2sg,2pl;2pl_3pl;2pl_3sg;2sg;2sg_3pl;2sg_3sg,2pl;2sg,neutral
basq1248-zu-2-set-ii-iii-indexing-marker,basq1248,indexing marker,zu 2.Set.II/III,overt,person,zuniga2019basque,DI;NCP,2pl;2sg,2pl;2pl_1pl;2pl_1sg;2sg;2sg_1pl;2sg_1sg,2pl;2sg,neutral
bell1243-indexing-c-1ss-a-p-variable-slots-indexing-marker,bell1243,indexing marker,indexing -c ‘1sS/A/P’ (variable slots),overt,person+number,davis1997bellacoola[41-49],AWM,1sg,1sg_2sg;1sg_3pl;1sg_3sg,1sg_2pl;1sg_2sg;1sg_3sg,neutral
bell1243-indexing-can-1sp-in-3pa-indexing-marker,bell1243,indexing marker,indexing -can ‘1sP’ (in <3pA),overt,person+number,davis1997bellacoola[41-49],AWM,NONE,NONE,1sg_3pl,accusative
bell1243-indexing-ct-3-2sg-pass-indexing-marker,bell1243,indexing marker,indexing -ct 3>2SG (“PASS”),overt,person+number,davis1997bellacoola[41-49],AWM,NONE,3pl_2sg;3sg_2sg,2sg_3pl;2sg_3sg,horizontal
bell1243-indexing-i-3sp-indexing-marker,bell1243,indexing marker,indexing -i ‘3sP’,overt,person+number,davis1997bellacoola[41-49],AWM,NONE,NONE,3sg_1pl;3sg_1sg;3sg_2pl;3sg_2sg;3sg_3pl;3sg_3sg,accusative
bell1243-indexing-i-l-2pls-a-indexing-marker,bell1243,indexing marker,indexing -(i)ɫ ‘2plS/A,overt,person+number,davis1997bellacoola[41-49],AWM,1pl,1pl_3pl;1pl_3sg,NONE,accusative
bell1243-indexing-n-a-p-2pls-a-p-indexing-marker,bell1243,indexing marker,indexing -(n)(a)p ‘2plS/A/P’,overt,person+number,davis1997bellacoola[41-49],AWM,2pl,2pl_1pl;2pl_1sg;2pl_3pl;2pl_3sg,NONE,accusative
bell1243-indexing-n-aw-3ps-indexing-marker,bell1243,indexing marker,indexing -(n)aw ‘3pS’,overt,person+number,davis1997bellacoola[41-49],AWM,3pl,NONE,NONE,horizontal
bell1243-indexing-nu-2ss-p-indexing-marker,bell1243,indexing marker,indexing -nu ‘2sS/P’,overt,person+number,davis1997bellacoola[41-49],AWM,2sg,NONE,2sg_1pl;2sg_1sg,ergative
bell1243-indexing-s-3ss-a-indexing-marker,bell1243,indexing marker,indexing -s ‘3sS/A’,overt,person+number,davis1997bellacoola[41-49],AWM,3sg,3sg_1pl;3sg_1sg;3sg_3pl;3sg_3sg,NONE,accusative
bell1243-indexing-t-i-3pp-variable-slots-indexing-marker,bell1243,indexing marker,indexing -t(i) ‘3pP’ (variable slots),overt,person+number,davis1997bellacoola[41-49],AWM,NONE,3pl_1pl;3pl_1sg;3pl_3pl;3pl_3sg,3pl_1pl;3pl_1sg;3pl_2pl;3pl_2sg;3pl_3pl;3pl_3sg,horizontal
bell1243-indexing-tap-pass-3-2pl-indexing-marker,bell1243,indexing marker,indexing -tap (“PASS”) 3>2PL,overt,person+number,davis1997bellacoola[41-49],AWM,NONE,3pl_2pl;3sg_2pl,2pl_3pl;2pl_3sg,horizontal
bell1243-indexing-tul-1pa-p-indexing-marker,bell1243,indexing marker,indexing -tuɫ ‘1pA/P’,overt,person+number,davis1997bellacoola[41-49],AWM,NONE,1pl_2pl;1pl_2sg;1sg_2pl,1pl_2pl;1pl_2sg;1pl_3pl;1pl_3sg,horizontal
bell1243-indexing-xw-2sa-indexing-marker,bell1243,indexing marker,indexing -xʷ ‘2sA’,overt,person+number,davis1997bellacoola[41-49],AWM,NONE,2sg_1pl;2sg_1sg;2sg_3pl;2sg_3sg,NONE,ergative
bell1243-no-flagging,bell1243,flagging,NO_FLAGGING,zero,,davis1997bellacoola[23-30],AWM,any,any,any,neutral
benc1235-marked-nom-flagging,benc1235,flagging,marked NOM,overt,,"rapold2006benchnon[342,478-480]",HT;AWM,Noun;Pro,Noun;Pro,NONE,accusative
benc1235-no-flagging,benc1235,flagging,NO_FLAGGING,zero,,"rapold2006benchnon[342,478-480]",HT;AWM,NONE,NONE,Noun;Pro,accusative
benc1235-role-not-marked,benc1235,indexing trigger,ROLE_NOT_MARKED,zero,NA,rapold2006benchnon[218-221],MV; DI; AWM,NONE,NONE,any,NA
benc1235-s-a-marking-indexing-marker,benc1235,indexing marker,S/A marking,overt,person+number,rapold2006benchnon[218-221],MV; DI; AWM,any,any,NONE,accusative
bert1248-no-flagging,bert1248,flagging,NO_FLAGGING,zero,,"andersen1993berta[98];andersen1995berta[42,44,62-63]",HT,NONE,NONE,any,accusative
bert1248-nom-marking-flagging,bert1248,flagging,NOM marking,overt,,"andersen1993berta[98];andersen1995berta[42,44,62-63]",HT,any,any,NONE,accusative
bert1248-role-not-marked,bert1248,indexing trigger,ROLE_NOT_MARKED,zero,NA,andersen1993berta[100];neudorf2008berta[38],HT,NONE,NONE,NONE,NA
bilu1245-no-flagging,bilu1245,flagging,NO_FLAGGING,zero,,"obata2003grammar[151,289-291,47-49]",HT,any,any,any,neutral
bilu1245-p-enclitics-indexing-marker,bilu1245,indexing marker,P enclitics,overt,person+number,"obata2003grammar[303,309,49]",HT,NONE,NONE,any,accusative
bilu1245-s-a-proclitics-indexing-marker,bilu1245,indexing marker,S/A proclitics,overt,person+number,"obata2003grammar[303,309,49]",HT,any,any,NONE,accusative
bora1263-acc-ke-flagging,bora1263,flagging,ACC -ke,overt,,seifart2005mirana[65],MV,NONE,NONE,Noun-animate;Pro-animate,accusative
bora1263-no-flagging,bora1263,flagging,NO_FLAGGING,zero,,seifart2005mirana[65],MV,any,any,Noun-inanimate;Pro-inanimate,neutral
bora1263-role-not-marked,bora1263,indexing trigger,ROLE_NOT_MARKED,zero,NA,seifart2005mirana[58];seifart2015valency[1483-1484],MV; DI; AWM,any,any,any,NA
bora1263-s-a-classifier-indexing-marker,bora1263,indexing marker,S/A classifier,overt,gender,seifart2005mirana[58];seifart2015valency[1483-1484],MV; DI; AWM,any,any,NONE,accusative
boro1282-a-2sg-indexing-marker,boro1282,indexing marker,a 2sg,overt,person+number,"nonato2008bororo[184-186,39,70-74]",DI,2sg,2sg,2sg,neutral
boro1282-absolutive-pronoun-flagging,boro1282,flagging,absolutive pronoun,overt,,"crowell1979bororo[40];nonato2008bororo[48-65,91-92]",DI,Pro,NONE,Pro,ergative
boro1282-ce-1excl-indexing-marker,boro1282,indexing marker,ce 1excl,overt,person+number,"nonato2008bororo[184-189,39,70-74]",DI,1excl,1excl,1excl,neutral
boro1282-e-3pl-indexing-marker,boro1282,indexing marker,e 3pl,overt,person+number,"nonato2008bororo[184-192,39,70-74]",DI,3pl,3pl,3pl,neutral
boro1282-i-1sg-indexing-marker,boro1282,indexing marker,i 1sg,overt,person+number,"nonato2008bororo[184-185,39,70-74]",DI,1sg,1sg,1sg,neutral
boro1282-no-flagging,boro1282,flagging,NO_FLAGGING,zero,,crowell1979bororo[40];nonato2008bororo[48-65],DI,Noun;Pro,Noun;Pro,Noun;Pro,neutral
boro1282-null-marker,boro1282,indexing marker,NULL_MARKER,zero,person+number,"nonato2008bororo[184-187,39,70-74]",DI,3sg,3sg,NONE,accusative
boro1282-pa-1incl-indexing-marker,boro1282,indexing marker,pa 1incl,overt,person+number,"nonato2008bororo[184-190,39,70-74]",DI,1incl,1incl,1incl,neutral
boro1282-ta-2pl-indexing-marker,boro1282,indexing marker,ta 2pl,overt,person+number,"nonato2008bororo[184-191,39,70-74]",DI,2pl,2pl,2pl,neutral
boro1282-u-3sg-indexing-marker,boro1282,indexing marker,u 3sg,overt,person+number,"nonato2008bororo[184-188,39,70-74]",DI,3sg,3sg,3sg,neutral
brah1256-1pls-a-ina-indexing-marker,brah1256,indexing marker,1plS/A -ina,overt,person+number,andronov1980brahui[57-70],AWM,1pl,1pl,NONE,accusative
brah1256-1pls-a-n-indexing-marker,brah1256,indexing marker,1plS/A -n,overt,person+number,andronov1980brahui[57-70],AWM,1pl,1pl,NONE,accusative
brah1256-1sgs-a-i-indexing-marker,brah1256,indexing marker,1sgS/A -ī,overt,person+number,andronov1980brahui[57-70],AWM,1sg,1sg,NONE,accusative
brah1256-1sgs-a-iva-indexing-marker,brah1256,indexing marker,1sgS/A -iva,overt,person+number,andronov1980brahui[57-70],AWM,1sg,1sg,NONE,accusative
brah1256-2pls-a-ire-indexing-marker,brah1256,indexing marker,2plS/A -ire,overt,person+number,andronov1980brahui[57-70],AWM,2pl,2pl,NONE,accusative
brah1256-2pls-a-re-indexing-marker,brah1256,indexing marker,2plS/A -re,overt,person+number,andronov1980brahui[57-70],AWM,2pl,2pl,NONE,accusative
brah1256-2sgs-a-isa-indexing-marker,brah1256,indexing marker,2sgS/A -isa,overt,person+number,andronov1980brahui[57-70],AWM,2sg,2sg,NONE,accusative
brah1256-2sgs-a-s-indexing-marker,brah1256,indexing marker,2sgS/A -s,overt,person+number,andronov1980brahui[57-70],AWM,2sg,2sg,NONE,accusative
brah1256-3pls-a-ira-indexing-marker,brah1256,indexing marker,3plS/A -ira,overt,person+number,andronov1980brahui[57-70],AWM,3pl,3pl,NONE,accusative
brah1256-3pls-a-r-indexing-marker,brah1256,indexing marker,3plS/A -r,overt,person+number,andronov1980brahui[57-70],AWM,3pl,3pl,NONE,accusative
brah1256-3sgs-a-ik-indexing-marker,brah1256,indexing marker,3sgS/A -ik,overt,person+number,andronov1980brahui[57-70],AWM,3sg,3sg,NONE,accusative
brah1256-acc-e-flagging,brah1256,flagging,ACC -e,overt,,"andronov1980brahui[49,98]",AWM,NONE,NONE,Noun-def;Pro,accusative
brah1256-no-flagging,brah1256,flagging,NO_FLAGGING,zero,,"andronov1980brahui[49,98]",AWM,any,any,Noun-indef,neutral
brah1256-null-marker,brah1256,indexing marker,NULL_MARKER,zero,NA,andronov1980brahui[57-70],AWM,3sg,3sg,NONE,accusative
buki1249-no-flagging,buki1249,flagging,NO_FLAGGING,zero,,"conrad1991outline[13,16,20-21,29,86]",HT;AWM,any,any,any,neutral
buki1249-object-suffixes-indexing-marker,buki1249,indexing marker,object suffixes,overt,person+number,"conrad1991outline[10,15-17]",MV; DI; AWM,any,NONE,any,ergative
buki1249-subject-prefixes-indexing-marker,buki1249,indexing marker,subject prefixes,overt,person+number,"conrad1991outline[10,15-17]",MV; DI; AWM,any,any,NONE,accusative
bulo1242-no-flagging,bulo1242,flagging,NO_FLAGGING,zero,,"bon2014grammaire[134,4]",MV,any,any,any,neutral
bulo1242-role-not-marked,bulo1242,indexing trigger,ROLE_NOT_MARKED,zero,NA,"bon2014grammaire[321,4]",MV; DI; AWM,NONE,NONE,NONE,NA
buru1296-erg-flagging,buru1296,flagging,ERG,overt,,munshi2018srinagar[146-148],AN,NONE,any,NONE,ergative
buru1296-no-flagging,buru1296,flagging,NO_FLAGGING,zero,,munshi2018srinagar[146-148],AN,any,NONE,any,ergative
buru1296-null-marker,buru1296,indexing marker,NULL_MARKER,zero,person+number,anderson2001burushaski[235-237];munshi2018srinagar[87-100],AN,3pl.inanim;3sg.inanim,NONE,3pl.inanim;3pl.nonhum.anim;3sg.inanim;3sg.nonhum.anim,ergative
buru1296-s-a-suffix-indexing-marker,buru1296,indexing marker,S/A suffix,overt,person+number,anderson2001burushaski[235-237];munshi2018srinagar[87-100],AN,1pl;1sg;2pl;2sg;3pl.fem;3pl.inanim;3pl.masc;3pl.nonhum.anim;3sg.fem;3sg.inanim;3sg.masc;3sg.nonhum.anim;any,any,NONE,accusative
